"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_url","Answer.audio-naturalness.label","Approve","Reject"
"37SDSEDIOEY0Z0E8OLRS427MS6D81Q","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3ZAK8W07IAA1DSXXL7TYA91OOAWU0D","A2P76QVLSGJR45","Submitted","Fri Mar 05 02:37:26 PST 2021","Fri Mar 05 02:40:53 PST 2021","Mon Mar 08 02:40:53 PST 2021","","","","207","100% (14/14)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/ground_truth/476_134312_000029_000002.wav","3.0 - Fair - Equally natural and unnatural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","30BXRYBRPATPGWSYEFFKYPL2V7YWH5","A1E1APZSE8OFWU","Submitted","Thu Mar 04 23:42:58 PST 2021","Thu Mar 04 23:46:19 PST 2021","Sun Mar 07 23:46:19 PST 2021","","","","201","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","31LM9EDVOROVK8EAAERIEJOQFNGJNO","AHYTT3T8W9Y9Y","Submitted","Fri Mar 05 04:22:35 PST 2021","Fri Mar 05 04:27:15 PST 2021","Mon Mar 08 04:27:15 PST 2021","","","","280","100% (43/43)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","3.0 - Fair - Equally natural and unnatural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3300DTYQT8D8CP5AC588LX63FQ8EQM","A3T9WZOUQGE2UW","Submitted","Fri Mar 05 04:34:56 PST 2021","Fri Mar 05 04:35:01 PST 2021","Mon Mar 08 04:35:01 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","3.0 - Fair - Equally natural and unnatural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","34Z02EIMIY9MDFI8L23O5DFM5WH0TK","A39VVWV1GHLMFD","Submitted","Fri Mar 05 00:14:28 PST 2021","Fri Mar 05 00:15:55 PST 2021","Mon Mar 08 00:15:55 PST 2021","","","","87","100% (8/8)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","36V4Q8R5ZQW6ODXNT3WRY5BCOSSQMG","A3UDP95JGEX3H1","Submitted","Fri Mar 05 03:00:47 PST 2021","Fri Mar 05 03:01:01 PST 2021","Mon Mar 08 03:01:01 PST 2021","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","39GXDJN2OZAJ8WR0L1GIZA9PLF98VV","A1K42W7BKJDVB","Submitted","Fri Mar 05 00:18:38 PST 2021","Fri Mar 05 00:19:47 PST 2021","Mon Mar 08 00:19:47 PST 2021","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3BC8WZX3V9SXXUPFBQH8PUFRQ1IRRV","A3PXU2ZLEL8WRW","Submitted","Thu Mar 04 23:53:58 PST 2021","Thu Mar 04 23:54:27 PST 2021","Sun Mar 07 23:54:27 PST 2021","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3CCZ6YKWRDF2O7VVK24JV8A1SX659R","AANOH0710G7RN","Submitted","Fri Mar 05 04:44:57 PST 2021","Fri Mar 05 04:45:10 PST 2021","Mon Mar 08 04:45:10 PST 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3CFVK00FWRHT8DWIEIHESNFWOMY6L5","A1TW2BZRRS874Z","Submitted","Fri Mar 05 04:41:51 PST 2021","Fri Mar 05 04:45:46 PST 2021","Mon Mar 08 04:45:46 PST 2021","","","","235","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3EJJQNKU9X1K80BCFL5EBQDL3SNRH1","A1580MT585M44G","Submitted","Fri Mar 05 00:40:35 PST 2021","Fri Mar 05 00:40:54 PST 2021","Mon Mar 08 00:40:54 PST 2021","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3G2UL9A02JAUTS7GAOG49IXVT2F76J","A2683ZVNWI119A","Submitted","Fri Mar 05 00:57:35 PST 2021","Fri Mar 05 00:59:52 PST 2021","Mon Mar 08 00:59:52 PST 2021","","","","137","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3GNA64GUZK08G6CH14F5H30Q2XZQ5N","A20I3A6VWC2T5C","Submitted","Fri Mar 05 02:11:07 PST 2021","Fri Mar 05 02:11:19 PST 2021","Mon Mar 08 02:11:19 PST 2021","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3IHR8NYAMDX5KB72NMH6C642X59P4H","A1P5FJPAEO3RP7","Submitted","Thu Mar 04 23:43:06 PST 2021","Thu Mar 04 23:43:34 PST 2021","Sun Mar 07 23:43:34 PST 2021","","","","28","100% (78/78)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","4.0 - Good - Mostly natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3MD9PLUKKOALKNJES0U42DCGYLLZNH","AZKFSYWVPF6JL","Submitted","Fri Mar 05 02:28:21 PST 2021","Fri Mar 05 02:28:29 PST 2021","Mon Mar 08 02:28:29 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3RU7GD8VPUPOMW9DDNDOA9K8BLCPSO","A35TUIBF05DKM4","Submitted","Thu Mar 04 23:45:06 PST 2021","Thu Mar 04 23:45:11 PST 2021","Sun Mar 07 23:45:11 PST 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3TPWUS5F8FXYZOHISN1JNYOMIFWWCZ","A2Y2AZ8DBFU47Q","Submitted","Fri Mar 05 00:23:04 PST 2021","Fri Mar 05 00:25:11 PST 2021","Mon Mar 08 00:25:11 PST 2021","","","","127","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3TXD01ZLDADICGFY48G0MCR15M84UZ","AYHIH9NTPYFLY","Submitted","Fri Mar 05 01:17:44 PST 2021","Fri Mar 05 01:19:08 PST 2021","Mon Mar 08 01:19:08 PST 2021","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3WJ1OXY92GCZG8O2A6PM3NVC055A8T","AZ8JL3QNIPY4U","Submitted","Thu Mar 04 23:37:35 PST 2021","Thu Mar 04 23:43:05 PST 2021","Sun Mar 07 23:43:05 PST 2021","","","","330","100% (36/36)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3ZPBJO59KVXQ7QS7XKAU61WHOR5HDU","A3E18P15E4GSG6","Submitted","Fri Mar 05 03:11:51 PST 2021","Fri Mar 05 03:12:04 PST 2021","Mon Mar 08 03:12:04 PST 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","3.0 - Fair - Equally natural and unnatural speech"
"3RZS0FBRXP65SVNNQZIN7KL3LD4CP4","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3ZSANO2JCL3CVJKJZKHJYF649F0FSM","A2P76QVLSGJR45","Submitted","Fri Mar 05 02:42:23 PST 2021","Fri Mar 05 02:45:19 PST 2021","Mon Mar 08 02:45:19 PST 2021","","","","176","100% (14/14)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/688_15446_000035_000001.wav","5.0 - Excellent - Completely natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","30BUDKLTXJRJJ3MCSDK5NMBCJU2E5Q","A1P5FJPAEO3RP7","Submitted","Thu Mar 04 23:41:28 PST 2021","Thu Mar 04 23:42:01 PST 2021","Sun Mar 07 23:42:01 PST 2021","","","","33","100% (78/78)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","3.0 - Fair - Equally natural and unnatural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","31IBVUNM9YVSNB1NTFMO92QB8J4FV1","A1R5W4RQZTROD8","Submitted","Fri Mar 05 04:57:41 PST 2021","Fri Mar 05 04:57:51 PST 2021","Mon Mar 08 04:57:51 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","32AT8R96GR51E1H9U9CIKF77J2LSU4","AHYTT3T8W9Y9Y","Submitted","Fri Mar 05 04:15:37 PST 2021","Fri Mar 05 04:21:18 PST 2021","Mon Mar 08 04:21:18 PST 2021","","","","341","100% (43/43)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","35GMH2SV3KD5RDSUXSG4WSB30PREOF","AANOH0710G7RN","Submitted","Fri Mar 05 04:44:08 PST 2021","Fri Mar 05 04:44:23 PST 2021","Mon Mar 08 04:44:23 PST 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","39OWYR0EPQN9R5WSYQ98G1U5Q04FY8","A3T9WZOUQGE2UW","Submitted","Fri Mar 05 04:37:01 PST 2021","Fri Mar 05 04:37:08 PST 2021","Mon Mar 08 04:37:08 PST 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","3.0 - Fair - Equally natural and unnatural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3B837J3LDUS9Y9PSQFHDF4KNC3DSRW","A3UDP95JGEX3H1","Submitted","Fri Mar 05 03:14:53 PST 2021","Fri Mar 05 03:15:13 PST 2021","Mon Mar 08 03:15:13 PST 2021","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","3.0 - Fair - Equally natural and unnatural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3DL65MZB8JB4IOVR7N7D1SHMBBTCE1","A2683ZVNWI119A","Submitted","Fri Mar 05 00:53:11 PST 2021","Fri Mar 05 00:53:56 PST 2021","Mon Mar 08 00:53:56 PST 2021","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3K2755HG5YZ6TU112UMU3GK48CGDFG","AZ8JL3QNIPY4U","Submitted","Thu Mar 04 23:47:49 PST 2021","Thu Mar 04 23:55:28 PST 2021","Sun Mar 07 23:55:28 PST 2021","","","","459","100% (36/36)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3L6L49WXW6T1R1PJ378SE0ZL65954C","A35TUIBF05DKM4","Submitted","Thu Mar 04 23:46:13 PST 2021","Thu Mar 04 23:46:21 PST 2021","Sun Mar 07 23:46:21 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3LRKMWOKBBDPV1UL6HWKAP9INQK2ZJ","A39VVWV1GHLMFD","Submitted","Thu Mar 04 23:37:51 PST 2021","Thu Mar 04 23:39:34 PST 2021","Sun Mar 07 23:39:34 PST 2021","","","","103","100% (8/8)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3M0BCWMB81SFPJPCEN5OCEI40U3WBZ","AZKFSYWVPF6JL","Submitted","Fri Mar 05 02:33:32 PST 2021","Fri Mar 05 02:33:40 PST 2021","Mon Mar 08 02:33:40 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"3L7SUC0TUZQFD0VUM3XBVFP77JW0M3","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:15 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:15 PDT 2021","","","3OLF68YTNFX8VNYPIKVSDFCYN9UAFM","A3E18P15E4GSG6","Submitted","Fri Mar 05 02:57:09 PST 2021","Fri Mar 05 03:02:27 PST 2021","Mon Mar 08 03:02:27 PST 2021","","","","318","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_gau/8011_111754_000025_000002.wav","3.0 - Fair - Equally natural and unnatural speech"
